player,posteam,total_plays,avg_xoe,total_explosives,avg_pred
J.Johnson,NO,24,0.7375850857545933,6,0.5124149142454067
J.Jones,ATL,114,0.8116447985041559,45,0.5830920436011072
J.Kearse,NYJ,28,0.6737990900874138,5,0.5047723384840148
J.Kearse,SEA,20,0.6220128282904624,3,0.5279871717095375
J.Kelley,LAC,55,0.6410208940505981,1,0.37716092413122004
J.Kerley,SF,22,0.6097406623038378,2,0.48116842860525305
J.Landry,CLE,100,0.6279713453352451,16,0.5320286546647549
J.Landry,MIA,61,0.6416017730705074,11,0.5387260957819516
J.Matthews,PHI,36,0.7558471908171972,8,0.46637503140502506
J.McKinnon,KC,29,0.6148806080735963,3,0.48856766778847266
J.McKinnon,MIN,94,0.738446575212986,12,0.38921299925509917
J.McKinnon,SF,27,0.7067856992836352,4,0.441362448864513
J.McKissic,SEA,27,0.7569292982419332,5,0.428255886943252
J.McKissic,WAS,60,0.6130214251577855,4,0.45364524150888125
J.McNichols,TEN,32,0.6757658640854061,3,0.41798413591459394
J.Meyers,NE,69,0.7250452950812768,18,0.5358242701361144
J.Mixon,CIN,304,0.7631438954390193,42,0.37501399929782275
J.Nelson,ARI,32,0.6750280796550214,6,0.5124719203449786
J.Nelson,GB,51,0.6938061427836325,7,0.4434487591771519
J.O'Shaughnessy,JAX,31,0.5863682113347515,4,0.5426640467297646
J.Palmer,LAC,41,0.6735106172358117,8,0.5216113339837004
J.Reagor,PHI,27,0.7597296127566585,7,0.4995296465026008
J.Reed,WAS,44,0.6709141609343615,9,0.533631293611093
J.Reynolds,DET,20,0.981764928996563,11,0.5682350710034371
J.Reynolds,LA,47,0.6508443390435361,9,0.5406450226585916
J.Richard,LV,106,0.6562103145527389,11,0.44756327035292137
J.Robinson,JAX,122,0.6863736869370352,14,0.42838041142362066
J.Rodgers,TB,57,0.6717432384428225,5,0.4159760598027915
J.Samuels,PIT,53,0.6692417112161528,5,0.4250979114253566
J.Smith,TEN,35,0.7090870720999581,8,0.5194843564714704
J.Smith-Schuster,KC,23,0.7527671171271283,7,0.5515807089598282
J.Smith-Schuster,PIT,101,0.7050236798454039,20,0.4929961221347941
J.Stewart,CAR,90,0.7519354257318709,8,0.336953463157018
J.Taylor,IND,176,0.7204245195978067,21,0.3988936622203751
J.Waddle,MIA,44,0.6521893953057852,7,0.5069015137851238
J.Warren,PIT,21,0.7554271334693545,3,0.3874300093877883
J.Washington,PIT,46,0.739127489535705,9,0.45652468437733856
J.White,NE,128,0.6381078369449824,15,0.4790796630550176
J.Wilkins,IND,54,0.7270036949603645,7,0.40262593466926505
J.Williams,DEN,65,0.8242807154472057,15,0.406488515322025
J.Williams,DET,46,0.6483496139230935,2,0.39512864694647165
J.Williams,GB,123,0.6871651997411155,14,0.42665593847026667
J.Wilson,MIA,27,0.6394028575332077,3,0.47170825357790347
J.Wilson,SF,97,0.7176383792125073,14,0.42669151769470925
J.Winston,TB,45,0.8109282427363925,8,0.36684953504138523
J.Witten,DAL,49,0.6136534311333481,9,0.570020038254407
J.Wright,CAR,31,0.6750945468102733,6,0.518453840286501
Ja.Brown,ARI,20,0.8119625799357891,7,0.5380374200642108
Ja.Williams,DET,63,0.6699929085988847,4,0.39349915489317877
Jo.Howard,CHI,58,0.7399437293924135,4,0.32902178784896585
Ju.Jones,ATL,26,0.8143530339002609,11,0.6087238891766622
K.Allen,LAC,166,0.7601652437125344,46,0.5169431900224054
K.Ballage,MIA,27,0.7196762937086599,2,0.3543977803654141
K.Benjamin,CAR,35,0.826076905642237,12,0.5167802372149058
K.Bourne,NE,24,0.8694266440967718,9,0.5055733559032282
K.Bourne,SF,41,0.789543999767885,14,0.5519194148662614
K.Britt,LA,26,0.6829522527181185,6,0.5478169780511123
K.Cole,JAX,49,0.6763749855513476,9,0.5072984838364075
K.Cousins,MIN,39,0.896481997691668,5,0.23172313051346022
K.Dixon,BAL,40,0.7420479625463485,5,0.3829520374536514
K.Drake,ARI,77,0.77983491761343815,9,0.33704819926967866
K.Drake,BAL,30,0.7429328694939613,4,0.390400463839372
K.Drake,LV,24,0.655531303336223,1,0.3861353633304437
K.Drake,MIA,105,0.7301466419583276,14,0.4031866913750058
K.Gainwell,PHI,46,0.7076497236671655,5,0.40104592850674753
K.Golladay,DET,60,0.7542735857268175,19,0.5623930809398492
K.Golladay,NYG,23,0.7616971821888633,7,0.5426506438980931
K.Herbert,CHI,46,0.7579914150030717,8,0.4159216284751892
K.Hinton,DEN,20,0.7370865896344185,5,0.5129134103655815
K.Hunt,CLE,108,0.7150852964432152,16,0.433062851704933
K.Hunt,KC,110,0.7291259063915773,14,0.39814682088115
K.Johnson,DET,76,0.6821568827880057,7,0.4099483803698891
K.Juszczyk,SF,49,0.698188418940622,12,0.5467095402430515
K.Murray,ARI,78,0.8346105521688094,17,0.3833381657799085
K.Osborn,MIN,39,0.7155738660158255,9,0.5151953647534052
K.Pitts,ATL,28,0.7011532187461853,5,0.47741820982524324
K.Raymond,DET,34,0.7219812011017519,8,0.513312916545307
K.Rudolph,MIN,81,0.6655286454860075,17,0.544347897723869
K.Stills,MIA,45,0.721634778380394,10,0.5005874438418283
K.Vaughn,TB,21,0.7289451715492067,1,0.31867387606984093
K.Walker,SEA,64,0.7760170744732022,10,0.38023292552679777
K.Williams,ARI,37,0.7736698662912523,5,0.3614652688438828
L.Bell,KC,20,0.6560802176594734,1,0.3939197823405266
L.Bell,NYJ,63,0.6481143004364438,4,0.41537776305561974
L.Bell,PIT,145,0.74704953802043,22,0.40467459991060456
L.Blount,DET,33,0.6942824703274351,2,0.3663235902786255
L.Blount,NE,66,0.7825342877344652,6,0.30837480317462573
L.Blount,PHI,23,0.8754496380038883,5,0.34194166634393774
L.Fitzgerald,ARI,128,0.6836150353774428,29,0.5429474646225572
L.Fournette,JAX,154,0.7434663030427772,18,0.3734168138403397
L.Fournette,TB,132,0.706579280283415,15,0.40705708335294866
L.Jackson,BAL,142,0.830932568811195,32,0.39441954386486133
L.McCoy,BUF,189,0.7242197381756293,22,0.3921823782264871
L.McCoy,KC,28,0.592411823038544,2,0.47901674839002745
L.Miller,HOU,159,0.6904980954509111,13,0.39126291083839704
L.Murray,BAL,26,0.7060683404023831,3,0.40931627498223233
L.Murray,DEN,28,0.7081997245550156,3,0.3989431325878416
L.Murray,LV,53,0.7279808701209303,4,0.3474908279922773
L.Murray,MIN,77,0.7343030173283118,6,0.34361906059376607
L.Murray,NO,81,0.6958833837214812,7,0.39053636936493863
L.Shenault,JAX,25,0.6378700304031372,4,0.5221299695968628
L.Thomas,WAS,41,0.6133496579600544,5,0.5086015615521408
M.Alie-Cox,IND,27,0.8469735593707474,10,0.5233968109996231
M.Andrews,BAL,95,0.7545368517699994,29,0.5507263061247374
M.Asiata,MIN,28,0.7640566660889557,2,0.30737190533961567
M.Bennett,NE,20,0.7634916335344315,6,0.5365083664655685
M.Breida,SF,90,0.7077469411823485,12,0.42558639215098487
M.Brown,BAL,67,0.6483028017318071,12,0.5308016758801332
M.Brown,LA,83,0.6572770664849913,4,0.39091570459934605
M.Bryant,PIT,24,0.604751498127977,4,0.5619151685386896
M.Callaway,NO,23,0.7644759261089823,6,0.49639363910840906
M.Crabtree,LV,49,0.7171095241697467,13,0.5481965982792328
M.Davis,ATL,41,0.6653915963521818,3,0.40777913535513527
M.Davis,CAR,53,0.6283310052921187,4,0.4471406928210888
M.Davis,SEA,49,0.7986501583031246,8,0.3646151478193244
M.Evans,TB,214,0.7272308858755593,59,0.5484700487038799
M.Forte,NYJ,84,0.6758110846082369,2,0.34799843920128687
M.Gallup,DAL,84,0.6875871881133034,19,0.5386032880771727
M.Gaskin,MIA,104,0.7249646272796851,13,0.4000353727203149
M.Gesicki,MIA,68,0.7260343064280117,13,0.4651421641602236
M.Gillislee,BUF,22,0.8028193685141477,4,0.3789988133040341
M.Goodwin,SF,29,0.7962326900712375,11,0.5830776547563488
M.Gordon,DEN,125,0.7062125236988067,12,0.38978747630119326
M.Gordon,LAC,231,0.7124225070853254,31,0.4217766271138088
M.Hardman,KC,44,0.7870832414112308,13,0.5083713040433147
M.Ingram,BAL,39,0.7763100220606878,6,0.37753613178546613
M.Ingram,NO,171,0.7445507890474029,21,0.3782562284964567
M.Ingram II,BAL,21,0.7789888679981232,4,0.4114873224780673
M.Jones,DET,90,0.7799411869711346,28,0.5311699241399765
M.Jones,JAX,43,0.542884185130513,4,0.5501390706834405
M.Lee,JAX,32,0.6792821930721402,5,0.4769678069278598
M.Lewis,JAX,20,0.7440207540988922,6,0.5559792459011078
M.Lynch,LV,68,0.7655055939274675,6,0.3227297001901795
M.Mack,IND,127,0.7520168163175658,19,0.39758948289503265
M.Mariota,ATL,21,0.8655370360329038,5,0.3725582020623343
M.Mariota,TEN,36,0.8297848279277483,5,0.3091040609611405
M.Murphy,BUF,22,0.6234749176285483,2,0.46743417328054254
M.Pittman,IND,69,0.7215022384256556,19,0.5538600804149241
M.Ryan,ATL,43,0.84810192293899,7,0.31468877473542856
M.Sanders,PHI,202,0.7600837990198985,30,0.38843105246525
M.Sanu,ATL,69,0.6160846235959426,13,0.5723211735055067
M.Stafford,DET,23,0.8966386156237643,4,0.2772744278544965
M.Thomas,NO,140,0.7240078539720604,41,0.5688492888850826
M.Tolbert,BUF,22,0.5884773988615383,0,0.41152260113846173
M.Trubisky,CHI,39,0.7869497079115647,6,0.3668964459345891
M.Valdes-Scantling,GB,56,0.7242384941450187,16,0.561475791569267
M.Wallace,BAL,41,0.7780359242020584,13,0.5390372465296489
M.Williams,LAC,103,0.8530227243900299,38,0.5159093144449215
Mi.Carter,NYJ,78,0.6488101302813261,4,0.4024719210007252
N.Agholor,PHI,66,0.6278152538068367,10,0.5236998977083148
N.Boyle,BAL,20,0.6457132160663605,1,0.40428678393363954
N.Brown,DAL,28,0.7182076243417603,4,0.4246495185153825
N.Chubb,CLE,294,0.7584745227580979,42,0.384382620099045
N.Collins,HOU,29,0.7770075119774917,10,0.5678200742294048
N.Fant,DEN,50,0.6574685060977936,10,0.5425314939022065
N.Harris,PIT,133,0.7010267922528705,10,0.3741611776719416
N.Hines,IND,122,0.6421474567690834,16,0.4890000842145232
O.Beckham,CLE,39,0.7645142983931762,13,0.5688190349401572
O.Beckham,NYG,70,0.7312166152255876,17,0.5116405276315553
O.Darkwa,NYG,42,0.7204432991288957,4,0.3747947961091995
O.Howard,TB,46,0.7524683248737584,14,0.5518795012131982
O.Zaccheaus,ATL,29,0.6365311233134106,4,0.5013999111693481
P.Barber,TB,126,0.6736903602168673,9,0.39773821121170405
P.Campbell,IND,39,0.6620345772841038,8,0.5430936278441013
P.Dorsett,NE,26,0.6245457535752883,5,0.567761938732404
P.Freiermuth,PIT,28,0.6238620866622243,3,0.4832807704806328
P.Garcon,WAS,24,0.6537224967032671,5,0.5546108366300663
P.Laird,MIA,28,0.7796523826462882,5,0.3989190459251404
P.Lindsay,DEN,153,0.7179341620089961,16,0.3866410013896967
P.Mahomes,KC,60,0.8530904894073804,12,0.3469095105926196
P.Perkins,NYG,43,0.6680181719536005,2,0.37849345595337625
P.Richardson,SEA,20,0.6169590033590794,3,0.5330409966409206
P.Williams,MIA,22,0.7010898251425136,5,0.5261829021302137
Q.Enunwa,NYJ,37,0.6505342625282906,6,0.5116278996338716
Q.Watkins,PHI,26,0.617923800761883,3,0.4974608146227323
R.Anderson,CAR,69,0.6275287743495859,10,0.5173987618822983
R.Anderson,NYJ,71,0.7693327486934797,20,0.5123573921515908
R.Armstead,JAX,20,0.6490685254335403,1,0.40093147456645967
R.Burkhead,HOU,49,0.6752781119881844,4,0.4063545410730401
R.Burkhead,NE,69,0.6887032540812008,8,0.4272387749043064
R.Cobb,GB,74,0.6730152513529803,12,0.4891469108091818
R.Ellison,NYG,21,0.6555979152520498,2,0.4396401799860455
R.Freeman,DEN,79,0.7443671354764625,10,0.38221514300455023
R.Gage,ATL,53,0.6826675708563823,12,0.5437475234832404
R.Griffin,HOU,40,0.6488381672650576,6,0.5011618327349424
R.Gronkowski,NE,45,0.720799090133773,15,0.6125342431995604
R.Gronkowski,TB,32,0.6937680398114026,7,0.5249819601885974
R.Higgins,CLE,44,0.8467784415591847,16,0.516857922077179
R.James,NYG,20,0.5120350457727909,1,0.5379649542272091
R.Jennings,NYG,49,0.7037419877490219,4,0.3778906653122026
R.Jones,TB,125,0.7506080538034439,19,0.4013919461965561
R.Kelley,WAS,62,0.7219621140149332,4,0.34255401501732485
R.Lewis,NYG,23,0.7847290414830913,6,0.47614052373430005
R.Louis,CLE,24,0.6560682971030474,4,0.5105983695636193
R.Mathews,PHI,30,0.7404629995425542,2,0.3262036671241125
R.Matthews,TEN,36,0.7303176000714302,10,0.5474601777063476
R.Moore,ARI,21,0.5711545915830702,2,0.524083503655025
R.Mostert,MIA,38,0.7034763278145539,5,0.42810261955386714
R.Mostert,SF,66,0.8248453467632785,16,0.4175788956609639
R.Penny,SEA,72,0.8207561232977443,14,0.37368832114670014
R.Stevenson,NE,99,0.7036124729748928,12,0.4175996482372284
R.Tannehill,TEN,41,0.9156904126085886,8,0.27943153861092357
R.Tonyan,GB,38,0.848156364732667,14,0.5202646878989119
R.Turbin,IND,29,0.6605670364766285,0,0.3394329635233715
R.White,TB,45,0.637826904323366,2,0.4066175401210785
R.Wilson,SEA,95,0.8698285058925026,23,0.3722767572653921
R.Woods,LA,127,0.6767361179346175,27,0.5358623072622329
R.Woods,TEN,22,0.685381602157246,4,0.49643657966093585
S.Ahmed,MIA,34,0.6716073216760859,2,0.3872162077356787
S.Barkley,NYG,257,0.7014899823220323,29,0.41135048460403767
S.Diggs,BUF,89,0.7191649065928513,21,0.516790149586924
S.Diggs,MIN,89,0.6695149380169557,16,0.5102603428819207
S.Draughn,SF,24,0.6058694782356421,1,0.43579718843102455
S.Michel,LA,57,0.7342242737088287,4,0.3359511648876625
S.Michel,NE,120,0.7369436317433914,16,0.39638970158994197
S.Miller,TB,30,0.5873643914858501,3,0.51263560851415
S.Perine,CIN,51,0.6556086680468391,3,0.4032148613649256
S.Perine,WAS,45,0.6638892889022827,1,0.3583329333199395
S.Roberts,LV,38,0.7628529581584429,11,0.5266207260520834
S.Shepard,NYG,123,0.771062276712278,34,0.5053604875153642
S.Sims,WAS,25,0.7273318910598755,5,0.4726681089401245
S.Smith,BAL,20,0.6145884975790977,3,0.5354115024209023
S.Vereen,NYG,31,0.5347466055423983,0,0.4652533944576017
S.Ware,KC,80,0.7165227809920907,11,0.4209772190079093
S.Watkins,KC,42,0.7303910567646935,12,0.5553232289495922
T.Allgeier,ATL,51,0.7394951821542254,4,0.3389361903947942
T.Austin,LA,46,0.6989646803425706,6,0.43147010226612503
T.Benjamin,LAC,36,0.5977769022186598,4,0.5133342088924514
T.Boyd,CIN,121,0.7305999409315015,31,0.5255984061759366
T.Brady,NE,24,0.8444549577931563,0,0.1555450422068437
T.Burton,PHI,23,0.712996887124103,4,0.46091615635415784
T.Cohen,CHI,109,0.6670501348348933,13,0.4522159202109783
T.Coleman,ATL,111,0.7104141051704819,14,0.4157120209556442
T.Coleman,SF,39,0.726628595055678,6,0.4272175587904759
T.Conklin,MIN,21,0.8028856459118071,8,0.5780667350405738
T.Conklin,NYJ,20,0.7287752352654934,6,0.5712247647345066
T.Eifert,CIN,23,0.6822439023981923,4,0.4916691410800685
T.Etienne,JAX,45,0.7181086669365565,6,0.41522466639677685
T.Gabriel,CHI,27,0.6426098942756653,5,0.54257529090952
T.Ginn,CAR,36,0.7465541635950407,10,0.5312236141827371
T.Ginn,NO,34,0.7344444823615691,10,0.5596731646972544
T.Gurley,ATL,38,0.6432295872976905,3,0.43571778112336207
T.Gurley,LA,274,0.7161757617536253,34,0.4079118294872507
T.Heinicke,WAS,22,0.7212796414440329,2,0.36962944946505805
T.Higbee,LA,92,0.6704531224525493,19,0.5360686166778855
T.Higgins,CIN,69,0.8102848598922509,23,0.5230484734410825
T.Hightower,NO,27,0.7243892153104147,3,0.3867218958006965
T.Hill,KC,152,0.6972621248936967,31,0.506685243527356
T.Hill,MIA,30,0.8814407785733541,12,0.5185592214266459
T.Hill,NO,74,0.7867571759868313,11,0.36189147266181737
T.Hilton,IND,135,0.6865512196664457,30,0.5356710025557765
T.Hockenson,DET,55,0.6449602926319296,9,0.518676071004434
T.Homer,SEA,29,0.7337879577073557,6,0.4731085940167822
T.Huntley,BAL,23,0.7723691748536151,3,0.3580656077550805
T.Johnson,DET,27,0.6758257779810164,3,0.43528533313009476
T.Johnson,NYJ,59,0.8454684632814536,15,0.40876882485413957
T.Jones,DET,20,0.6297353245317936,3,0.5202646754682064
T.Kelce,KC,196,0.7782643689792983,59,0.522756039183967
T.Lawrence,JAX,26,0.9001894856874759,7,0.3690412835432933
T.Lockett,SEA,138,0.701383145445067,36,0.5594864197723244
T.McLaurin,WAS,92,0.6921312593571518,18,0.5035209145558917
T.Montgomery,GB,58,0.7893175713974854,10,0.38309622170596286
T.Patrick,DEN,43,0.6689988062825314,8,0.5170477053453756
T.Pollard,DAL,139,0.6894854017727666,13,0.40403977808334846
T.Rawls,SEA,37,0.7250735083141843,3,0.3560075727668968
T.Riddick,DET,74,0.6602891083504703,9,0.4613325132711514
T.Sharpe,TEN,30,0.7307146966457367,7,0.5026186366875967
T.Smith,NO,43,0.7823737190906391,14,0.5432076762581981
T.Tagovailoa,MIA,25,0.7720519661903381,1,0.26794803380966187
T.Taylor,BUF,42,0.7695834906328292,8,0.42089269984336125
T.Taylor,SF,23,0.5059969742660937,0,0.4940030257339063
T.West,BAL,65,0.7231519002180833,6,0.369155792089609
T.Williams,DAL,29,0.685983227758572,6,0.5209133239655659
T.Yeldon,JAX,94,0.7320207837731281,12,0.3956387906949571
Ty.Williams,LAC,37,0.6556351921848349,9,0.5876080510584084
V.Davis,WAS,30,0.7491107846299807,7,0.48422254870335263
V.Jefferson,LA,32,0.6117408340796828,4,0.5132591659203172
V.McDonald,PIT,33,0.6759283154299764,6,0.5058898663882053
W.Dissly,SEA,26,0.7366905831373655,6,0.49407864763186526
W.Fuller,HOU,69,0.7164343193821285,16,0.515449738588886
W.Gallman,NYG,77,0.7132356263600387,7,0.37767346454905226
W.Gallman Jr.,NYG,31,0.697163131929213,4,0.43186912613530315
W.Smallwood,PHI,50,0.6976742523908616,4,0.3823257476091385
W.Snead,BAL,23,0.7571509214846984,7,0.5471969046022581
W.Snead,NO,33,0.7786551984873685,10,0.5243751045429346
W.Snead IV,BAL,28,0.775341118552855,8,0.5103731671614307
Z.Ertz,ARI,36,0.5644872263073921,2,0.49106832924816346
Z.Ertz,PHI,108,0.6883566531318205,21,0.5060877913126239
Z.Jones,BUF,38,0.6391156954984916,5,0.49246325186992945
Z.Jones,JAX,27,0.629884460458049,5,0.5553007247271361
Z.Jones,LV,23,0.5959711878196053,2,0.49098533391952515
Z.Knight,NYJ,20,0.5949645608663559,1,0.4550354391336441
Z.Miller,CHI,21,0.6628741394905817,3,0.4799830033665612
Z.Moss,BUF,36,0.7227445046106974,4,0.38836660650041366
Z.Pascal,IND,54,0.6641362858591257,11,0.5395674178445781
Z.Zenner,DET,40,0.7300938848406077,5,0.39490611515939233
